,V1,V2,V3
1,1979,0,0
2,1980,1,20300
3,1981,0,0
4,1982,2,14690.48
5,1983,2,27206
6,1984,1,3144.68
7,1985,1,7382.68
8,1986,1,17700
9,1987,1,17137.08
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,1,5198
14,1992,0,0
15,1993,3,56648.29
16,1994,0,0
17,1995,0,0
18,1996,0,0
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,0,0
27,2005,0,0
28,2006,0,0
29,2007,0,0
30,2008,0,0
31,2009,0,0
32,2010,0,0
33,2011,6,17054.05
34,2012,12,747305.31
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,0,0
41,2019,0,0
42,2020,0,0
43,2021,3,72652.8
