,V1,V2,V3
1,1979,3,17340.5
2,1980,1,6048.2
3,1981,0,0
4,1982,0,0
5,1983,1,1391.23
6,1984,0,0
7,1985,0,0
8,1986,0,0
9,1987,0,0
10,1988,0,0
11,1989,0,0
12,1990,0,0
13,1991,0,0
14,1992,1,1215.32
15,1993,0,0
16,1994,0,0
17,1995,0,0
18,1996,0,0
19,1997,0,0
20,1998,0,0
21,1999,0,0
22,2000,0,0
23,2001,0,0
24,2002,0,0
25,2003,0,0
26,2004,1,11043.2
27,2005,0,0
28,2006,3,11596.58
29,2007,0,0
30,2008,0,0
31,2009,1,1582.08
32,2010,0,0
33,2011,2,29613.15
34,2012,4,90295.2
35,2013,0,0
36,2014,0,0
37,2015,0,0
38,2016,0,0
39,2017,0,0
40,2018,2,4721.9
41,2019,0,0
42,2020,0,0
43,2021,14,126837.18
